course_id,userid_DI,final_cc_cname_DI,LoE_DI,YoB,gender,ndays_act
HarvardX/CB22x/2013_Spring,MHxPC130053438,Other Middle East/Central Asia,Secondary,1993,f,3
HarvardX/CB22x/2013_Spring,MHxPC130273410,Unknown/Other,Bachelor's,1983,f,0
HarvardX/CB22x/2013_Spring,MHxPC130328656,Other South Asia,Secondary,1993,f,1
HarvardX/CB22x/2013_Spring,MHxPC130160706,United States,Master's,1967,m,5
HarvardX/CB22x/2013_Spring,MHxPC130385136,United States,Master's,1950,m,3
HarvardX/CB22x/2013_Spring,MHxPC130013506,Other Europe,Doctorate,1982,m,1
HarvardX/CB22x/2013_Spring,MHxPC130047187,United States,Bachelor's,1971,f,4
HarvardX/CB22x/2013_Spring,MHxPC130076901,Unknown/Other,Bachelor's,1991,f,0
HarvardX/CB22x/2013_Spring,MHxPC130555360,United States,Secondary,1988,f,1
HarvardX/CB22x/2013_Spring,MHxPC130065805,Unknown/Other,Secondary,1991,m,0
HarvardX/CB22x/2013_Spring,MHxPC130339745,United States,Secondary,1965,m,4
HarvardX/CB22x/2013_Spring,MHxPC130253236,United States,Bachelor's,1986,f,0
HarvardX/CB22x/2013_Spring,MHxPC130342887,Brazil,Secondary,1992,m,0
HarvardX/CB22x/2013_Spring,MHxPC130214639,Other South Asia,Secondary,1992,m,1
HarvardX/CB22x/2013_Spring,MHxPC130425550,United States,Secondary,1989,f,3
HarvardX/CB22x/2013_Spring,MHxPC130384074,Unknown/Other,Bachelor's,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130142213,India,Secondary,1993,f,0
HarvardX/CB22x/2013_Spring,MHxPC130228943,Other Europe,Master's,1984,m,3
HarvardX/CB22x/2013_Spring,MHxPC130509787,United States,Secondary,1994,f,1
HarvardX/CB22x/2013_Spring,MHxPC130482628,Other East Asia,Bachelor's,1988,f,2
HarvardX/CB22x/2013_Spring,MHxPC130498121,India,Master's,1984,m,2
HarvardX/CB22x/2013_Spring,MHxPC130538345,Other Europe,Master's,1981,m,0
HarvardX/CB22x/2013_Spring,MHxPC130295189,United Kingdom,Bachelor's,1990,m,2
HarvardX/CB22x/2013_Spring,MHxPC130181005,United States,Bachelor's,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130018915,Unknown/Other,Secondary,1992,f,0
HarvardX/CB22x/2013_Spring,MHxPC130578399,Ukraine,Bachelor's,1991,m,7
HarvardX/CB22x/2013_Spring,MHxPC130588082,Other Middle East/Central Asia,Bachelor's,1987,f,2
HarvardX/CB22x/2013_Spring,MHxPC130296034,Brazil,Bachelor's,1988,m,4
HarvardX/CB22x/2013_Spring,MHxPC130072085,India,Secondary,1992,m,0
HarvardX/CB22x/2013_Spring,MHxPC130052097,Germany,Master's,1982,m,0
HarvardX/CB22x/2013_Spring,MHxPC130371372,United Kingdom,Master's,1978,m,1
HarvardX/CB22x/2013_Spring,MHxPC130351859,Morocco,Bachelor's,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130459242,United States,Secondary,1991,f,1
HarvardX/CB22x/2013_Spring,MHxPC130515360,India,Bachelor's,1989,m,1
HarvardX/CB22x/2013_Spring,MHxPC130517817,United States,Master's,1952,f,5
HarvardX/CB22x/2013_Spring,MHxPC130595777,Unknown/Other,Secondary,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130577991,India,Master's,1989,m,1
HarvardX/CB22x/2013_Spring,MHxPC130185962,United States,Bachelor's,1989,f,4
HarvardX/CB22x/2013_Spring,MHxPC130568713,Germany,Master's,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130454630,India,Bachelor's,1985,m,0
HarvardX/CB22x/2013_Spring,MHxPC130125436,Other Africa,Bachelor's,1989,m,1
HarvardX/CB22x/2013_Spring,MHxPC130470761,United States,Bachelor's,1957,f,1
HarvardX/CB22x/2013_Spring,MHxPC130563141,United States,Secondary,1992,m,0
HarvardX/CB22x/2013_Spring,MHxPC130019011,Other Middle East/Central Asia,Bachelor's,1987,f,1
HarvardX/CB22x/2013_Spring,MHxPC130041471,Russian Federation,Bachelor's,1990,m,2
HarvardX/CB22x/2013_Spring,MHxPC130133439,United States,Secondary,1989,f,2
HarvardX/CB22x/2013_Spring,MHxPC130436537,Russian Federation,Bachelor's,1992,f,2
HarvardX/CB22x/2013_Spring,MHxPC130355213,Brazil,Secondary,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130102421,United States,Secondary,1987,m,0
HarvardX/CB22x/2013_Spring,MHxPC130407612,United States,Bachelor's,1983,f,1
HarvardX/CB22x/2013_Spring,MHxPC130129706,United States,Master's,1986,f,1
HarvardX/CB22x/2013_Spring,MHxPC130371596,United States,Doctorate,1958,m,7
HarvardX/CB22x/2013_Spring,MHxPC130229582,Brazil,Secondary,1992,m,1
HarvardX/CB22x/2013_Spring,MHxPC130442449,Russian Federation,Secondary,1988,f,0
HarvardX/CB22x/2013_Spring,MHxPC130059906,Russian Federation,Bachelor's,1985,f,2
HarvardX/CB22x/2013_Spring,MHxPC130451711,Russian Federation,Secondary,1994,m,2
HarvardX/CB22x/2013_Spring,MHxPC130320577,Egypt,Secondary,1992,m,1
HarvardX/CB22x/2013_Spring,MHxPC130557031,Ukraine,Secondary,1993,f,6
HarvardX/CB22x/2013_Spring,MHxPC130492539,Other Europe,Doctorate,1979,m,2
HarvardX/CB22x/2013_Spring,MHxPC130321341,Russian Federation,Master's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130078042,India,Secondary,1991,f,1
HarvardX/CB22x/2013_Spring,MHxPC130503549,Russian Federation,Bachelor's,1991,m,0
HarvardX/CB22x/2013_Spring,MHxPC130170343,Russian Federation,Secondary,1991,m,5
HarvardX/CB22x/2013_Spring,MHxPC130477114,Russian Federation,Master's,1989,f,2
HarvardX/CB22x/2013_Spring,MHxPC130563743,Russian Federation,Master's,1983,f,3
HarvardX/CB22x/2013_Spring,MHxPC130257691,Pakistan,Bachelor's,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130394506,Russian Federation,Master's,1988,f,2
HarvardX/CB22x/2013_Spring,MHxPC130199828,India,Master's,1988,f,1
HarvardX/CB22x/2013_Spring,MHxPC130351930,Russian Federation,Master's,1986,f,12
HarvardX/CB22x/2013_Spring,MHxPC130133353,India,Bachelor's,1990,m,2
HarvardX/CB22x/2013_Spring,MHxPC130096879,France,Master's,1986,m,1
HarvardX/CB22x/2013_Spring,MHxPC130581204,United States,Secondary,1989,m,1
HarvardX/CB22x/2013_Spring,MHxPC130215793,United States,Less than Secondary,1999,m,1
HarvardX/CB22x/2013_Spring,MHxPC130312898,Unknown/Other,Secondary,1994,m,0
HarvardX/CB22x/2013_Spring,MHxPC130039490,United States,Secondary,1991,f,1
HarvardX/CB22x/2013_Spring,MHxPC130278711,United Kingdom,Master's,1982,m,45
HarvardX/CB22x/2013_Spring,MHxPC130555920,Other Middle East/Central Asia,Secondary,1987,m,4
HarvardX/CB22x/2013_Spring,MHxPC130033292,United States,Master's,1963,f,1
HarvardX/CB22x/2013_Spring,MHxPC130202169,United States,Master's,1988,m,25
HarvardX/CB22x/2013_Spring,MHxPC130426226,United States,Bachelor's,1989,f,0
HarvardX/CB22x/2013_Spring,MHxPC130114729,United Kingdom,Bachelor's,1986,m,6
HarvardX/CB22x/2013_Spring,MHxPC130151718,United States,Bachelor's,1989,m,1
HarvardX/CB22x/2013_Spring,MHxPC130323695,United States,Bachelor's,1989,f,2
HarvardX/CB22x/2013_Spring,MHxPC130273884,United States,Bachelor's,1989,f,2
HarvardX/CB22x/2013_Spring,MHxPC130533997,United States,Bachelor's,1960,m,56
HarvardX/CB22x/2013_Spring,MHxPC130163128,United States,Master's,1967,m,1
HarvardX/CB22x/2013_Spring,MHxPC130273692,Russian Federation,Bachelor's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130473015,United States,Bachelor's,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130201065,Pakistan,Master's,1976,m,21
HarvardX/CB22x/2013_Spring,MHxPC130402806,Russian Federation,Secondary,1994,m,1
HarvardX/CB22x/2013_Spring,MHxPC130263894,Australia,Secondary,1991,m,28
HarvardX/CB22x/2013_Spring,MHxPC130508438,Russian Federation,Master's,1982,f,9
HarvardX/CB22x/2013_Spring,MHxPC130132356,Other South Asia,Secondary,1994,m,0
HarvardX/CB22x/2013_Spring,MHxPC130199981,Russian Federation,Master's,1984,m,9
HarvardX/CB22x/2013_Spring,MHxPC130052762,India,Bachelor's,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130120965,Russian Federation,Master's,1988,f,1
HarvardX/CB22x/2013_Spring,MHxPC130205110,United Kingdom,Master's,1975,f,2
HarvardX/CB22x/2013_Spring,MHxPC130065316,United States,Secondary,1996,m,2
HarvardX/CB22x/2013_Spring,MHxPC130372573,Russian Federation,Master's,1986,m,1
HarvardX/CB22x/2013_Spring,MHxPC130152431,Other South Asia,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130559233,United States,Less than Secondary,1994,m,20
HarvardX/CB22x/2013_Spring,MHxPC130593811,India,Secondary,1994,f,8
HarvardX/CB22x/2013_Spring,MHxPC130308020,Other East Asia,Master's,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130420101,United States,Secondary,1993,f,3
HarvardX/CB22x/2013_Spring,MHxPC130116715,Brazil,Bachelor's,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130045773,Germany,Bachelor's,1989,m,0
HarvardX/CB22x/2013_Spring,MHxPC130399184,United States,Master's,1988,m,22
HarvardX/CB22x/2013_Spring,MHxPC130463270,Ukraine,Master's,1989,m,2
HarvardX/CB22x/2013_Spring,MHxPC130126590,United States,Doctorate,1970,m,1
HarvardX/CB22x/2013_Spring,MHxPC130286939,United States,Master's,1977,m,1
HarvardX/CB22x/2013_Spring,MHxPC130169129,United States,Master's,1972,m,9
HarvardX/CB22x/2013_Spring,MHxPC130505982,United States,Bachelor's,1987,m,7
HarvardX/CB22x/2013_Spring,MHxPC130395578,United States,Master's,1955,m,9
HarvardX/CB22x/2013_Spring,MHxPC130351929,Other South America,Bachelor's,1986,m,1
HarvardX/CB22x/2013_Spring,MHxPC130551004,United States,Bachelor's,1984,m,1
HarvardX/CB22x/2013_Spring,MHxPC130439725,United States,Secondary,1990,f,3
HarvardX/CB22x/2013_Spring,MHxPC130346175,Other Europe,Secondary,1988,m,1
HarvardX/CB22x/2013_Spring,MHxPC130464578,Russian Federation,Master's,1984,m,4
HarvardX/CB22x/2013_Spring,MHxPC130352348,United States,Secondary,1996,f,2
HarvardX/CB22x/2013_Spring,MHxPC130243819,Other Europe,Secondary,1986,m,1
HarvardX/CB22x/2013_Spring,MHxPC130184738,United States,Secondary,1984,m,3
HarvardX/CB22x/2013_Spring,MHxPC130011905,United States,Bachelor's,1989,m,3
HarvardX/CB22x/2013_Spring,MHxPC130452978,United States,Secondary,1993,m,10
HarvardX/CB22x/2013_Spring,MHxPC130135551,United States,Secondary,1993,m,4
HarvardX/CB22x/2013_Spring,MHxPC130215586,Unknown/Other,Bachelor's,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130305051,United States,Secondary,1986,m,2
HarvardX/CB22x/2013_Spring,MHxPC130117282,India,Secondary,1993,m,2
HarvardX/CB22x/2013_Spring,MHxPC130407754,Greece,Bachelor's,1983,m,1
HarvardX/CB22x/2013_Spring,MHxPC130360398,Ukraine,Master's,1989,m,0
HarvardX/CB22x/2013_Spring,MHxPC130442796,Other Europe,Secondary,1991,f,3
HarvardX/CB22x/2013_Spring,MHxPC130190214,Other South Asia,Bachelor's,1985,m,3
HarvardX/CB22x/2013_Spring,MHxPC130286743,India,Secondary,1994,m,1
HarvardX/CB22x/2013_Spring,MHxPC130281678,Indonesia,Secondary,1994,m,3
HarvardX/CB22x/2013_Spring,MHxPC130300786,Philippines,Secondary,1995,m,6
HarvardX/CB22x/2013_Spring,MHxPC130001300,Other Europe,Bachelor's,1964,m,16
HarvardX/CB22x/2013_Spring,MHxPC130065371,India,Bachelor's,1991,f,0
HarvardX/CB22x/2013_Spring,MHxPC130552847,Unknown/Other,Master's,1981,m,0
HarvardX/CB22x/2013_Spring,MHxPC130068179,Other South Asia,Secondary,1995,f,4
HarvardX/CB22x/2013_Spring,MHxPC130521601,Unknown/Other,Secondary,1992,f,0
HarvardX/CB22x/2013_Spring,MHxPC130012853,United States,Secondary,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130517450,United States,Master's,1981,f,1
HarvardX/CB22x/2013_Spring,MHxPC130038664,Russian Federation,Master's,1986,f,4
HarvardX/CB22x/2013_Spring,MHxPC130205553,Other Africa,Bachelor's,1989,f,1
HarvardX/CB22x/2013_Spring,MHxPC130462469,United Kingdom,Secondary,1991,m,1
HarvardX/CB22x/2013_Spring,MHxPC130268246,Canada,Bachelor's,1981,m,1
HarvardX/CB22x/2013_Spring,MHxPC130401286,United States,Bachelor's,1985,f,1
HarvardX/CB22x/2013_Spring,MHxPC130184261,United States,Less than Secondary,1995,f,1
HarvardX/CB22x/2013_Spring,MHxPC130188632,United States,Master's,1972,f,1
HarvardX/CB22x/2013_Spring,MHxPC130523632,United States,Master's,1972,m,2
HarvardX/CB22x/2013_Spring,MHxPC130356549,United States,Master's,1983,f,6
HarvardX/CB22x/2013_Spring,MHxPC130071384,United States,Secondary,1987,m,0
HarvardX/CB22x/2013_Spring,MHxPC130226446,India,Secondary,1991,m,11
HarvardX/CB22x/2013_Spring,MHxPC130472152,Spain,Master's,1977,f,3
HarvardX/CB22x/2013_Spring,MHxPC130454702,United States,Master's,1980,m,3
HarvardX/CB22x/2013_Spring,MHxPC130574272,Russian Federation,Secondary,1994,f,1
HarvardX/CB22x/2013_Spring,MHxPC130196289,Other Europe,Bachelor's,1981,f,12
HarvardX/CB22x/2013_Spring,MHxPC130215086,Other South America,Bachelor's,1987,m,1
HarvardX/CB22x/2013_Spring,MHxPC130070607,India,Bachelor's,1987,m,3
HarvardX/CB22x/2013_Spring,MHxPC130246808,United States,Bachelor's,1992,f,3
HarvardX/CB22x/2013_Spring,MHxPC130399814,Egypt,Secondary,1992,m,0
HarvardX/CB22x/2013_Spring,MHxPC130530369,Other Europe,Secondary,1992,m,1
HarvardX/CB22x/2013_Spring,MHxPC130541436,Unknown/Other,Bachelor's,1988,m,0
HarvardX/CB22x/2013_Spring,MHxPC130078100,United States,Bachelor's,1983,f,4
HarvardX/CB22x/2013_Spring,MHxPC130105584,United States,Master's,1976,m,1
HarvardX/CB22x/2013_Spring,MHxPC130508359,India,Secondary,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130257013,United States,Doctorate,1962,m,2
HarvardX/CB22x/2013_Spring,MHxPC130115056,United States,Master's,1983,m,2
HarvardX/CB22x/2013_Spring,MHxPC130511254,Indonesia,Secondary,1993,f,1
HarvardX/CB22x/2013_Spring,MHxPC130369396,United States,Secondary,1973,m,5
HarvardX/CB22x/2013_Spring,MHxPC130094313,United States,Secondary,1992,m,0
HarvardX/CB22x/2013_Spring,MHxPC130061450,Germany,Secondary,1990,m,2
HarvardX/CB22x/2013_Spring,MHxPC130013473,Other East Asia,Bachelor's,1987,m,4
HarvardX/CB22x/2013_Spring,MHxPC130506266,United States,Doctorate,1980,m,8
HarvardX/CB22x/2013_Spring,MHxPC130112250,India,Bachelor's,1989,f,1
HarvardX/CB22x/2013_Spring,MHxPC130050268,India,Master's,1983,f,2
HarvardX/CB22x/2013_Spring,MHxPC130345694,Unknown/Other,Master's,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130338620,Other East Asia,Secondary,1992,f,17
HarvardX/CB22x/2013_Spring,MHxPC130193321,Germany,Master's,1980,f,40
HarvardX/CB22x/2013_Spring,MHxPC130560947,Other Europe,Master's,1980,f,3
HarvardX/CB22x/2013_Spring,MHxPC130342358,Other South America,Bachelor's,1986,m,3
HarvardX/CB22x/2013_Spring,MHxPC130422185,United States,Doctorate,1979,f,1
HarvardX/CB22x/2013_Spring,MHxPC130587749,United States,Bachelor's,1984,f,4
HarvardX/CB22x/2013_Spring,MHxPC130178721,China,Bachelor's,1989,m,2
HarvardX/CB22x/2013_Spring,MHxPC130240585,Unknown/Other,Master's,1990,f,0
HarvardX/CB22x/2013_Spring,MHxPC130422403,United States,Secondary,1961,m,1
HarvardX/CB22x/2013_Spring,MHxPC130142076,United States,Secondary,1992,m,10
HarvardX/CB22x/2013_Spring,MHxPC130021344,United States,Secondary,1989,f,0
HarvardX/CB22x/2013_Spring,MHxPC130425145,Other Europe,Secondary,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130448221,United States,Secondary,1989,m,2
HarvardX/CB22x/2013_Spring,MHxPC130476077,Brazil,Bachelor's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130465201,Other Europe,Master's,1986,f,2
HarvardX/CB22x/2013_Spring,MHxPC130022143,United States,Master's,1974,m,0
HarvardX/CB22x/2013_Spring,MHxPC130406160,India,Bachelor's,1988,m,14
HarvardX/CB22x/2013_Spring,MHxPC130335095,Other South Asia,Secondary,1989,m,3
HarvardX/CB22x/2013_Spring,MHxPC130311443,India,Bachelor's,1984,m,4
HarvardX/CB22x/2013_Spring,MHxPC130193747,Other Europe,Master's,1971,f,5
HarvardX/CB22x/2013_Spring,MHxPC130096329,United States,Bachelor's,1984,m,5
HarvardX/CB22x/2013_Spring,MHxPC130025094,Other Europe,Master's,1982,m,3
HarvardX/CB22x/2013_Spring,MHxPC130047520,United States,Doctorate,1974,f,2
HarvardX/CB22x/2013_Spring,MHxPC130195176,Spain,Master's,1975,m,6
HarvardX/CB22x/2013_Spring,MHxPC130116524,Other Europe,Master's,1979,f,11
HarvardX/CB22x/2013_Spring,MHxPC130301079,United States,Bachelor's,1988,m,3
HarvardX/CB22x/2013_Spring,MHxPC130237462,United States,Bachelor's,1983,f,1
HarvardX/CB22x/2013_Spring,MHxPC130211041,Other Europe,Master's,1986,f,13
HarvardX/CB22x/2013_Spring,MHxPC130412968,India,Bachelor's,1986,m,1
HarvardX/CB22x/2013_Spring,MHxPC130069055,Other Europe,Bachelor's,1985,f,1
HarvardX/CB22x/2013_Spring,MHxPC130355050,United States,Secondary,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130430451,Other Middle East/Central Asia,Bachelor's,1987,f,3
HarvardX/CB22x/2013_Spring,MHxPC130157155,"Other North & Central Amer., Caribbean",Secondary,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130338604,United States,Bachelor's,1952,f,0
HarvardX/CB22x/2013_Spring,MHxPC130411392,Unknown/Other,Secondary,1992,m,0
HarvardX/CB22x/2013_Spring,MHxPC130438711,United States,Bachelor's,1988,m,2
HarvardX/CB22x/2013_Spring,MHxPC130120045,Other Europe,Secondary,1990,m,36
HarvardX/CB22x/2013_Spring,MHxPC130071564,"Other North & Central Amer., Caribbean",Secondary,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130379722,Germany,Master's,1983,m,3
HarvardX/CB22x/2013_Spring,MHxPC130561013,United States,Bachelor's,1979,m,0
HarvardX/CB22x/2013_Spring,MHxPC130363837,United States,Master's,1982,f,2
HarvardX/CB22x/2013_Spring,MHxPC130446206,Russian Federation,Secondary,1994,m,1
HarvardX/CB22x/2013_Spring,MHxPC130362552,United States,Bachelor's,1988,m,1
HarvardX/CB22x/2013_Spring,MHxPC130178560,United States,Secondary,1995,m,2
HarvardX/CB22x/2013_Spring,MHxPC130141291,United States,Bachelor's,1985,m,7
HarvardX/CB22x/2013_Spring,MHxPC130389352,United States,Master's,1983,m,5
HarvardX/CB22x/2013_Spring,MHxPC130097459,Other South America,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130407629,United States,Bachelor's,1982,f,2
HarvardX/CB22x/2013_Spring,MHxPC130108977,Philippines,Secondary,1992,f,2
HarvardX/CB22x/2013_Spring,MHxPC130458251,India,Bachelor's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130323296,United States,Bachelor's,1979,m,47
HarvardX/CB22x/2013_Spring,MHxPC130591426,Unknown/Other,Secondary,1993,f,0
HarvardX/CB22x/2013_Spring,MHxPC130362378,Other Middle East/Central Asia,Bachelor's,1986,f,1
HarvardX/CB22x/2013_Spring,MHxPC130027217,"Other North & Central Amer., Caribbean",Secondary,1994,m,3
HarvardX/CB22x/2013_Spring,MHxPC130240783,India,Bachelor's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130122054,Germany,Master's,1983,m,2
HarvardX/CB22x/2013_Spring,MHxPC130363544,India,Secondary,1994,m,2
HarvardX/CB22x/2013_Spring,MHxPC130035361,Brazil,Bachelor's,1982,f,0
HarvardX/CB22x/2013_Spring,MHxPC130391456,Brazil,Bachelor's,1974,m,2
HarvardX/CB22x/2013_Spring,MHxPC130246050,United States,Bachelor's,1968,m,0
HarvardX/CB22x/2013_Spring,MHxPC130584644,India,Secondary,1991,f,0
HarvardX/CB22x/2013_Spring,MHxPC130491686,Russian Federation,Secondary,1992,f,5
HarvardX/CB22x/2013_Spring,MHxPC130003500,Other Middle East/Central Asia,Bachelor's,1989,m,0
HarvardX/CB22x/2013_Spring,MHxPC130151783,United States,Bachelor's,1991,m,0
HarvardX/CB22x/2013_Spring,MHxPC130118666,Brazil,Bachelor's,1986,m,1
HarvardX/CB22x/2013_Spring,MHxPC130146557,United Kingdom,Bachelor's,1983,f,2
HarvardX/CB22x/2013_Spring,MHxPC130123284,Other Europe,Master's,1965,f,1
HarvardX/CB22x/2013_Spring,MHxPC130105556,United States,Master's,1965,m,8
HarvardX/CB22x/2013_Spring,MHxPC130434142,United States,Master's,1979,m,5
HarvardX/CB22x/2013_Spring,MHxPC130276847,United States,Secondary,1995,m,1
HarvardX/CB22x/2013_Spring,MHxPC130325150,United States,Secondary,1986,f,6
HarvardX/CB22x/2013_Spring,MHxPC130117428,Other Europe,Bachelor's,1981,f,10
HarvardX/CB22x/2013_Spring,MHxPC130479164,India,Secondary,1991,m,3
HarvardX/CB22x/2013_Spring,MHxPC130167891,United States,Master's,1980,m,1
HarvardX/CB22x/2013_Spring,MHxPC130035738,United States,Bachelor's,1976,f,7
HarvardX/CB22x/2013_Spring,MHxPC130544630,Other South Asia,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130268839,India,Secondary,1993,m,0
HarvardX/CB22x/2013_Spring,MHxPC130256256,United States,Secondary,1988,m,2
HarvardX/CB22x/2013_Spring,MHxPC130027911,Unknown/Other,Secondary,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130271496,Other Europe,Bachelor's,1987,f,3
HarvardX/CB22x/2013_Spring,MHxPC130403450,Ukraine,Bachelor's,1991,f,9
HarvardX/CB22x/2013_Spring,MHxPC130409862,United States,Less than Secondary,1996,m,3
HarvardX/CB22x/2013_Spring,MHxPC130184327,United States,Secondary,1973,f,7
HarvardX/CB22x/2013_Spring,MHxPC130211530,United States,Bachelor's,1973,m,2
HarvardX/CB22x/2013_Spring,MHxPC130215901,Other Europe,Master's,1974,m,8
HarvardX/CB22x/2013_Spring,MHxPC130056159,United States,Bachelor's,1987,f,59
HarvardX/CB22x/2013_Spring,MHxPC130314678,United Kingdom,Master's,1979,f,10
HarvardX/CB22x/2013_Spring,MHxPC130435793,United States,Master's,1985,m,5
HarvardX/CB22x/2013_Spring,MHxPC130282207,Unknown/Other,Bachelor's,1989,m,0
HarvardX/CB22x/2013_Spring,MHxPC130251714,United States,Master's,1983,m,3
HarvardX/CB22x/2013_Spring,MHxPC130391697,India,Secondary,1992,m,19
HarvardX/CB22x/2013_Spring,MHxPC130280767,India,Secondary,1993,m,2
HarvardX/CB22x/2013_Spring,MHxPC130029537,Australia,Secondary,1993,f,1
HarvardX/CB22x/2013_Spring,MHxPC130165828,United States,Secondary,1994,m,2
HarvardX/CB22x/2013_Spring,MHxPC130249556,India,Secondary,1993,m,2
HarvardX/CB22x/2013_Spring,MHxPC130332489,Other Europe,Secondary,1992,f,2
HarvardX/CB22x/2013_Spring,MHxPC130109962,United States,Bachelor's,1979,m,1
HarvardX/CB22x/2013_Spring,MHxPC130553574,United States,Bachelor's,1961,m,1
HarvardX/CB22x/2013_Spring,MHxPC130023347,United States,Less than Secondary,1995,f,16
HarvardX/CB22x/2013_Spring,MHxPC130154813,Brazil,Bachelor's,1978,m,10
HarvardX/CB22x/2013_Spring,MHxPC130506037,United States,Doctorate,1946,m,2
HarvardX/CB22x/2013_Spring,MHxPC130406569,Unknown/Other,Bachelor's,1987,m,0
HarvardX/CB22x/2013_Spring,MHxPC130490413,India,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130359585,United States,Secondary,1985,m,2
HarvardX/CB22x/2013_Spring,MHxPC130215966,Other Middle East/Central Asia,Bachelor's,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130199692,United States,Secondary,1994,m,1
HarvardX/CB22x/2013_Spring,MHxPC130127564,United States,Bachelor's,1982,m,0
HarvardX/CB22x/2013_Spring,MHxPC130352467,United States,Master's,1972,f,1
HarvardX/CB22x/2013_Spring,MHxPC130105290,Brazil,Bachelor's,1983,m,1
HarvardX/CB22x/2013_Spring,MHxPC130108440,India,Bachelor's,1988,f,1
HarvardX/CB22x/2013_Spring,MHxPC130517532,Colombia,Master's,1980,m,1
HarvardX/CB22x/2013_Spring,MHxPC130301638,Brazil,Bachelor's,1992,f,1
HarvardX/CB22x/2013_Spring,MHxPC130057505,Russian Federation,Secondary,1991,m,15
HarvardX/CB22x/2013_Spring,MHxPC130433001,Other Europe,Master's,1987,f,4
HarvardX/CB22x/2013_Spring,MHxPC130270721,India,Bachelor's,1990,m,2
HarvardX/CB22x/2013_Spring,MHxPC130335630,Other Europe,Secondary,1988,f,25
HarvardX/CB22x/2013_Spring,MHxPC130305902,United States,Doctorate,1939,m,8
HarvardX/CB22x/2013_Spring,MHxPC130017429,United Kingdom,Secondary,1979,m,2
HarvardX/CB22x/2013_Spring,MHxPC130518045,United States,Less than Secondary,1995,m,0
HarvardX/CB22x/2013_Spring,MHxPC130457516,United States,Secondary,1991,m,0
HarvardX/CB22x/2013_Spring,MHxPC130229927,Unknown/Other,Doctorate,1981,m,0
HarvardX/CB22x/2013_Spring,MHxPC130417605,Other Europe,Master's,1969,m,1
HarvardX/CB22x/2013_Spring,MHxPC130360303,United States,Bachelor's,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130139612,United States,Bachelor's,1989,m,13
HarvardX/CB22x/2013_Spring,MHxPC130138762,India,Secondary,1993,m,2
HarvardX/CB22x/2013_Spring,MHxPC130391410,United States,Bachelor's,1973,m,5
HarvardX/CB22x/2013_Spring,MHxPC130053202,Brazil,Bachelor's,1987,m,0
HarvardX/CB22x/2013_Spring,MHxPC130039646,United States,Master's,1987,m,27
HarvardX/CB22x/2013_Spring,MHxPC130346453,United States,Master's,1973,f,1
HarvardX/CB22x/2013_Spring,MHxPC130408909,Other Europe,Secondary,1989,m,6
HarvardX/CB22x/2013_Spring,MHxPC130143062,United States,Doctorate,1968,m,2
HarvardX/CB22x/2013_Spring,MHxPC130527672,Unknown/Other,Bachelor's,1977,m,0
HarvardX/CB22x/2013_Spring,MHxPC130316028,Brazil,Bachelor's,1990,m,4
HarvardX/CB22x/2013_Spring,MHxPC130545494,Other Middle East/Central Asia,Bachelor's,1989,m,2
HarvardX/CB22x/2013_Spring,MHxPC130104539,Other South America,Secondary,1994,f,4
HarvardX/CB22x/2013_Spring,MHxPC130250651,United States,Secondary,1983,f,0
HarvardX/CB22x/2013_Spring,MHxPC130454554,United States,Secondary,1988,m,3
HarvardX/CB22x/2013_Spring,MHxPC130412350,Other East Asia,Secondary,1990,m,5
