course_id,userid_DI,final_cc_cname_DI,LoE_DI,YoB,gender,ndays_act
HarvardX/CB22x/2013_Spring,MHxPC130153972,Unknown/Other,Secondary,1989,f,0
HarvardX/CB22x/2013_Spring,MHxPC130070601,United States,Secondary,1963,m,1
HarvardX/CB22x/2013_Spring,MHxPC130372571,India,Bachelor's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130533171,United Kingdom,Bachelor's,1979,m,2
HarvardX/CB22x/2013_Spring,MHxPC130018717,India,Bachelor's,1978,m,2
HarvardX/CB22x/2013_Spring,MHxPC130473876,India,Master's,1988,m,1
HarvardX/CB22x/2013_Spring,MHxPC130245129,Ukraine,Bachelor's,1991,f,1
HarvardX/CB22x/2013_Spring,MHxPC130070360,Unknown/Other,Secondary,1993,m,0
HarvardX/CB22x/2013_Spring,MHxPC130029643,Other East Asia,Bachelor's,1982,f,0
HarvardX/CB22x/2013_Spring,MHxPC130496726,United States,Master's,1988,m,6
HarvardX/CB22x/2013_Spring,MHxPC130244519,India,Secondary,1993,m,2
HarvardX/CB22x/2013_Spring,MHxPC130421809,Unknown/Other,Bachelor's,1978,f,0
HarvardX/CB22x/2013_Spring,MHxPC130420965,Russian Federation,Bachelor's,1992,f,2
HarvardX/CB22x/2013_Spring,MHxPC130043944,United States,Bachelor's,1991,m,1
HarvardX/CB22x/2013_Spring,MHxPC130495261,Ukraine,Secondary,1993,f,1
HarvardX/CB22x/2013_Spring,MHxPC130380601,United States,Secondary,1990,f,0
HarvardX/CB22x/2013_Spring,MHxPC130347732,Brazil,Bachelor's,1984,m,0
HarvardX/CB22x/2013_Spring,MHxPC130222355,United States,Bachelor's,1990,m,3
HarvardX/CB22x/2013_Spring,MHxPC130036772,United States,Master's,1985,f,3
HarvardX/CB22x/2013_Spring,MHxPC130278677,Canada,Bachelor's,1989,m,2
HarvardX/CB22x/2013_Spring,MHxPC130198348,United States,Master's,1943,f,4
HarvardX/CB22x/2013_Spring,MHxPC130136524,United States,Master's,,,7
HarvardX/CB22x/2013_Spring,MHxPC130220791,Mexico,Secondary,1991,m,4
HarvardX/CB22x/2013_Spring,MHxPC130262240,United States,Master's,1986,m,6
HarvardX/CB22x/2013_Spring,MHxPC130243447,India,Bachelor's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130555340,Unknown/Other,Bachelor's,1980,f,0
HarvardX/CB22x/2013_Spring,MHxPC130077073,Greece,Master's,1977,m,8
HarvardX/CB22x/2013_Spring,MHxPC130501127,India,Master's,1972,f,3
HarvardX/CB22x/2013_Spring,MHxPC130183698,United Kingdom,Secondary,1995,m,0
HarvardX/CB22x/2013_Spring,MHxPC130194822,Unknown/Other,Secondary,1994,f,0
HarvardX/CB22x/2013_Spring,MHxPC130125939,Unknown/Other,Master's,1988,m,0
HarvardX/CB22x/2013_Spring,MHxPC130083113,Other Europe,Master's,1966,m,4
HarvardX/CB22x/2013_Spring,MHxPC130220840,United States,Bachelor's,1979,m,3
HarvardX/CB22x/2013_Spring,MHxPC130011816,Canada,Bachelor's,1987,m,3
HarvardX/CB22x/2013_Spring,MHxPC130194578,United States,Doctorate,1978,m,1
HarvardX/CB22x/2013_Spring,MHxPC130051689,United States,Bachelor's,1972,f,2
HarvardX/CB22x/2013_Spring,MHxPC130318182,India,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130510399,Unknown/Other,Secondary,1991,m,0
HarvardX/CB22x/2013_Spring,MHxPC130160095,United States,Secondary,1976,m,2
HarvardX/CB22x/2013_Spring,MHxPC130331389,United States,Master's,1983,m,2
HarvardX/CB22x/2013_Spring,MHxPC130591722,United States,Master's,1972,m,7
HarvardX/CB22x/2013_Spring,MHxPC130484777,Other Middle East/Central Asia,Bachelor's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130543617,Brazil,Bachelor's,1985,m,4
HarvardX/CB22x/2013_Spring,MHxPC130426971,United Kingdom,Master's,1980,m,0
HarvardX/CB22x/2013_Spring,MHxPC130554854,United States,Bachelor's,1980,m,1
HarvardX/CB22x/2013_Spring,MHxPC130418077,Canada,Bachelor's,1987,f,49
HarvardX/CB22x/2013_Spring,MHxPC130550472,United States,Bachelor's,1989,m,1
HarvardX/CB22x/2013_Spring,MHxPC130184677,Brazil,Bachelor's,1984,m,5
HarvardX/CB22x/2013_Spring,MHxPC130493937,United States,Secondary,1975,m,1
HarvardX/CB22x/2013_Spring,MHxPC130502916,United States,Master's,1938,m,66
HarvardX/CB22x/2013_Spring,MHxPC130061193,United States,Bachelor's,1988,f,2
HarvardX/CB22x/2013_Spring,MHxPC130202391,Unknown/Other,Bachelor's,1985,f,0
HarvardX/CB22x/2013_Spring,MHxPC130290385,Unknown/Other,Master's,1973,m,0
HarvardX/CB22x/2013_Spring,MHxPC130228057,United States,Secondary,1991,f,15
HarvardX/CB22x/2013_Spring,MHxPC130487185,United States,Bachelor's,1981,m,1
HarvardX/CB22x/2013_Spring,MHxPC130188870,United States,Doctorate,1947,f,1
HarvardX/CB22x/2013_Spring,MHxPC130354955,Other Europe,Secondary,1992,f,2
HarvardX/CB22x/2013_Spring,MHxPC130510126,Other Africa,Bachelor's,1989,m,1
HarvardX/CB22x/2013_Spring,MHxPC130427238,Other Europe,Bachelor's,1990,f,8
HarvardX/CB22x/2013_Spring,MHxPC130066206,Russian Federation,Secondary,1991,f,1
HarvardX/CB22x/2013_Spring,MHxPC130413139,Russian Federation,Master's,1982,f,2
HarvardX/CB22x/2013_Spring,MHxPC130022119,Russian Federation,Master's,1987,f,4
HarvardX/CB22x/2013_Spring,MHxPC130322796,Other Europe,Secondary,1993,f,2
HarvardX/CB22x/2013_Spring,MHxPC130197038,Poland,Secondary,1993,m,0
HarvardX/CB22x/2013_Spring,MHxPC130287884,Ukraine,Master's,1987,f,32
HarvardX/CB22x/2013_Spring,MHxPC130065696,Russian Federation,Bachelor's,1992,f,7
HarvardX/CB22x/2013_Spring,MHxPC130320931,Greece,Bachelor's,1988,m,3
HarvardX/CB22x/2013_Spring,MHxPC130273032,India,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130595860,Other Middle East/Central Asia,Bachelor's,1984,f,1
HarvardX/CB22x/2013_Spring,MHxPC130248490,India,Secondary,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130382871,United Kingdom,Bachelor's,1992,m,6
HarvardX/CB22x/2013_Spring,MHxPC130028286,India,Secondary,1990,m,3
HarvardX/CB22x/2013_Spring,MHxPC130217244,United States,Master's,1976,m,2
HarvardX/CB22x/2013_Spring,MHxPC130034712,United States,Bachelor's,1965,f,2
HarvardX/CB22x/2013_Spring,MHxPC130295274,United States,Master's,1945,f,51
HarvardX/CB22x/2013_Spring,MHxPC130561012,United States,Bachelor's,1960,m,2
HarvardX/CB22x/2013_Spring,MHxPC130106953,Unknown/Other,Bachelor's,1988,m,0
HarvardX/CB22x/2013_Spring,MHxPC130356614,Unknown/Other,Less than Secondary,1998,f,0
HarvardX/CB22x/2013_Spring,MHxPC130351959,Other South Asia,Bachelor's,1993,m,12
HarvardX/CB22x/2013_Spring,MHxPC130429867,Other South Asia,Secondary,1990,m,4
HarvardX/CB22x/2013_Spring,MHxPC130051068,United States,Master's,1978,m,0
HarvardX/CB22x/2013_Spring,MHxPC130196908,Other Europe,Bachelor's,1985,m,0
HarvardX/CB22x/2013_Spring,MHxPC130417610,Other Europe,Secondary,1991,f,1
HarvardX/CB22x/2013_Spring,MHxPC130322606,United States,Bachelor's,1978,m,4
HarvardX/CB22x/2013_Spring,MHxPC130597446,United States,Bachelor's,1988,f,0
HarvardX/CB22x/2013_Spring,MHxPC130010689,United States,Master's,1978,f,2
HarvardX/CB22x/2013_Spring,MHxPC130429234,United Kingdom,Secondary,1994,f,1
HarvardX/CB22x/2013_Spring,MHxPC130221100,India,Bachelor's,1990,f,1
HarvardX/CB22x/2013_Spring,MHxPC130390397,India,Secondary,1993,m,2
HarvardX/CB22x/2013_Spring,MHxPC130465252,Other Middle East/Central Asia,Bachelor's,1985,f,2
HarvardX/CB22x/2013_Spring,MHxPC130256182,United States,Secondary,1991,m,1
HarvardX/CB22x/2013_Spring,MHxPC130445459,United States,Less than Secondary,1995,f,3
HarvardX/CB22x/2013_Spring,MHxPC130258165,China,Bachelor's,1988,f,1
HarvardX/CB22x/2013_Spring,MHxPC130216614,India,Master's,1987,f,3
HarvardX/CB22x/2013_Spring,MHxPC130523266,Other Europe,Secondary,1993,f,0
HarvardX/CB22x/2013_Spring,MHxPC130577902,United States,Secondary,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130559030,United Kingdom,Bachelor's,1976,m,1
HarvardX/CB22x/2013_Spring,MHxPC130229478,Other South Asia,Secondary,1993,m,5
HarvardX/CB22x/2013_Spring,MHxPC130439641,Other Middle East/Central Asia,Bachelor's,1991,m,2
HarvardX/CB22x/2013_Spring,MHxPC130420533,United States,Master's,1969,m,1
HarvardX/CB22x/2013_Spring,MHxPC130395731,United States,Bachelor's,1949,m,2
HarvardX/CB22x/2013_Spring,MHxPC130222243,India,Secondary,1994,m,1
HarvardX/CB22x/2013_Spring,MHxPC130294618,United States,Master's,1967,f,0
HarvardX/CB22x/2013_Spring,MHxPC130113679,United States,Bachelor's,1970,m,1
HarvardX/CB22x/2013_Spring,MHxPC130502953,Brazil,Bachelor's,1967,m,5
HarvardX/CB22x/2013_Spring,MHxPC130494100,India,Bachelor's,1986,m,1
HarvardX/CB22x/2013_Spring,MHxPC130459636,Unknown/Other,Secondary,1991,f,0
HarvardX/CB22x/2013_Spring,MHxPC130485656,United States,Secondary,1970,f,1
HarvardX/CB22x/2013_Spring,MHxPC130492557,United States,Secondary,1992,f,0
HarvardX/CB22x/2013_Spring,MHxPC130264976,Other Middle East/Central Asia,Secondary,1989,m,4
HarvardX/CB22x/2013_Spring,MHxPC130369697,India,Secondary,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130032719,India,Master's,1984,m,3
HarvardX/CB22x/2013_Spring,MHxPC130214641,India,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130029209,Indonesia,Bachelor's,1988,m,4
HarvardX/CB22x/2013_Spring,MHxPC130299939,India,Bachelor's,1989,m,2
HarvardX/CB22x/2013_Spring,MHxPC130013672,Russian Federation,Secondary,1992,f,26
HarvardX/CB22x/2013_Spring,MHxPC130348972,Other East Asia,Secondary,1991,m,33
HarvardX/CB22x/2013_Spring,MHxPC130474427,Russian Federation,Secondary,1991,m,3
HarvardX/CB22x/2013_Spring,MHxPC130337299,United States,Less than Secondary,1997,m,1
HarvardX/CB22x/2013_Spring,MHxPC130215957,Other Africa,Bachelor's,1984,m,4
HarvardX/CB22x/2013_Spring,MHxPC130527459,United States,Master's,1946,f,1
HarvardX/CB22x/2013_Spring,MHxPC130180187,United States,Master's,1978,f,2
HarvardX/CB22x/2013_Spring,MHxPC130029425,United States,Secondary,1988,m,1
HarvardX/CB22x/2013_Spring,MHxPC130283129,Other Europe,Master's,1976,m,1
HarvardX/CB22x/2013_Spring,MHxPC130421549,United States,Master's,1956,m,1
HarvardX/CB22x/2013_Spring,MHxPC130339734,United States,Secondary,1995,m,0
HarvardX/CB22x/2013_Spring,MHxPC130064173,United States,Secondary,1983,m,2
HarvardX/CB22x/2013_Spring,MHxPC130272932,India,Secondary,1991,m,5
HarvardX/CB22x/2013_Spring,MHxPC130438249,India,Bachelor's,1991,m,1
HarvardX/CB22x/2013_Spring,MHxPC130137414,United States,Doctorate,1982,f,1
HarvardX/CB22x/2013_Spring,MHxPC130042392,Ukraine,Secondary,1993,m,3
HarvardX/CB22x/2013_Spring,MHxPC130527800,United States,Doctorate,1966,m,1
HarvardX/CB22x/2013_Spring,MHxPC130170324,United States,Bachelor's,1954,f,2
HarvardX/CB22x/2013_Spring,MHxPC130369476,Other Europe,Bachelor's,1992,m,1
HarvardX/CB22x/2013_Spring,MHxPC130182225,India,Bachelor's,1991,f,2
HarvardX/CB22x/2013_Spring,MHxPC130013754,Other Europe,Bachelor's,1990,f,6
HarvardX/CB22x/2013_Spring,MHxPC130402073,Ukraine,Bachelor's,1991,f,1
HarvardX/CB22x/2013_Spring,MHxPC130262508,Philippines,Bachelor's,1990,f,1
HarvardX/CB22x/2013_Spring,MHxPC130584354,United States,Bachelor's,1990,f,2
HarvardX/CB22x/2013_Spring,MHxPC130276953,United States,Secondary,1993,f,5
HarvardX/CB22x/2013_Spring,MHxPC130596266,United States,Secondary,1977,f,1
HarvardX/CB22x/2013_Spring,MHxPC130263072,United States,Secondary,1989,f,2
HarvardX/CB22x/2013_Spring,MHxPC130063148,United States,Secondary,1981,f,1
HarvardX/CB22x/2013_Spring,MHxPC130082529,United States,Secondary,1989,f,0
HarvardX/CB22x/2013_Spring,MHxPC130255182,United States,Bachelor's,1978,m,4
HarvardX/CB22x/2013_Spring,MHxPC130239201,United States,Secondary,1988,m,7
HarvardX/CB22x/2013_Spring,MHxPC130043226,Ukraine,Secondary,1992,f,2
HarvardX/CB22x/2013_Spring,MHxPC130373890,United States,Bachelor's,1986,m,3
HarvardX/CB22x/2013_Spring,MHxPC130033350,United States,Master's,1987,f,2
HarvardX/CB22x/2013_Spring,MHxPC130484538,United States,Bachelor's,1981,f,3
HarvardX/CB22x/2013_Spring,MHxPC130499649,Mexico,Master's,1977,m,3
HarvardX/CB22x/2013_Spring,MHxPC130263075,United States,Bachelor's,1979,f,1
HarvardX/CB22x/2013_Spring,MHxPC130520622,United States,Bachelor's,1985,f,1
HarvardX/CB22x/2013_Spring,MHxPC130304356,United States,Secondary,1987,m,0
HarvardX/CB22x/2013_Spring,MHxPC130338387,United States,Master's,1965,f,8
HarvardX/CB22x/2013_Spring,MHxPC130273079,United States,Master's,1953,m,27
HarvardX/CB22x/2013_Spring,MHxPC130274984,Other Europe,Bachelor's,1986,f,2
HarvardX/CB22x/2013_Spring,MHxPC130186805,United States,Bachelor's,1992,m,1
HarvardX/CB22x/2013_Spring,MHxPC130214560,United States,Doctorate,1980,f,46
HarvardX/CB22x/2013_Spring,MHxPC130592699,United States,Less than Secondary,1997,m,3
HarvardX/CB22x/2013_Spring,MHxPC130538587,Other Europe,Master's,1985,m,3
HarvardX/CB22x/2013_Spring,MHxPC130323518,India,Bachelor's,1981,m,3
HarvardX/CB22x/2013_Spring,MHxPC130583592,United States,Secondary,1995,m,1
HarvardX/CB22x/2013_Spring,MHxPC130576758,United States,Secondary,1985,f,4
HarvardX/CB22x/2013_Spring,MHxPC130034051,United States,Bachelor's,1988,f,41
HarvardX/CB22x/2013_Spring,MHxPC130074683,United States,Secondary,1984,m,1
HarvardX/CB22x/2013_Spring,MHxPC130216327,Other Europe,Secondary,1991,m,1
HarvardX/CB22x/2013_Spring,MHxPC130459007,United States,Master's,1972,f,7
HarvardX/CB22x/2013_Spring,MHxPC130015142,Ukraine,Bachelor's,1991,m,1
HarvardX/CB22x/2013_Spring,MHxPC130094613,United States,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130555397,Other Africa,Bachelor's,1980,m,1
HarvardX/CB22x/2013_Spring,MHxPC130205452,United States,Bachelor's,1987,m,1
HarvardX/CB22x/2013_Spring,MHxPC130530632,United States,Secondary,1994,f,0
HarvardX/CB22x/2013_Spring,MHxPC130052465,United States,Bachelor's,1979,f,1
HarvardX/CB22x/2013_Spring,MHxPC130022908,United States,Secondary,1991,m,2
HarvardX/CB22x/2013_Spring,MHxPC130088316,Other Middle East/Central Asia,Secondary,1994,m,2
HarvardX/CB22x/2013_Spring,MHxPC130345703,United States,Bachelor's,1970,m,1
HarvardX/CB22x/2013_Spring,MHxPC130503006,United States,Bachelor's,1983,f,1
HarvardX/CB22x/2013_Spring,MHxPC130246396,United States,Secondary,1983,f,10
HarvardX/CB22x/2013_Spring,MHxPC130450460,United States,Secondary,1990,m,3
HarvardX/CB22x/2013_Spring,MHxPC130340790,United States,Less than Secondary,1998,f,11
HarvardX/CB22x/2013_Spring,MHxPC130093647,United States,Secondary,1991,f,0
HarvardX/CB22x/2013_Spring,MHxPC130222007,United States,Bachelor's,1966,f,0
HarvardX/CB22x/2013_Spring,MHxPC130139097,United States,Secondary,1970,f,0
HarvardX/CB22x/2013_Spring,MHxPC130500566,United States,Secondary,1995,m,4
HarvardX/CB22x/2013_Spring,MHxPC130386090,United States,Secondary,1983,f,0
HarvardX/CB22x/2013_Spring,MHxPC130123292,United States,Secondary,1978,f,20
HarvardX/CB22x/2013_Spring,MHxPC130251621,United States,Bachelor's,1982,f,2
HarvardX/CB22x/2013_Spring,MHxPC130034931,United States,Bachelor's,1988,f,6
HarvardX/CB22x/2013_Spring,MHxPC130352294,United States,Secondary,1992,m,2
HarvardX/CB22x/2013_Spring,MHxPC130002171,United States,Bachelor's,1969,m,1
HarvardX/CB22x/2013_Spring,MHxPC130136464,United States,Secondary,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130595666,United States,Secondary,1978,m,4
HarvardX/CB22x/2013_Spring,MHxPC130388797,United States,Bachelor's,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130546640,United States,Bachelor's,1987,m,1
HarvardX/CB22x/2013_Spring,MHxPC130444714,United States,Bachelor's,1982,f,9
HarvardX/CB22x/2013_Spring,MHxPC130032103,United States,Master's,1978,m,3
HarvardX/CB22x/2013_Spring,MHxPC130378842,United States,Secondary,1992,f,1
HarvardX/CB22x/2013_Spring,MHxPC130227120,Unknown/Other,Secondary,1992,m,0
HarvardX/CB22x/2013_Spring,MHxPC130559597,Philippines,Bachelor's,1989,f,3
HarvardX/CB22x/2013_Spring,MHxPC130402337,Other Europe,Bachelor's,1962,m,1
HarvardX/CB22x/2013_Spring,MHxPC130199866,United States,Bachelor's,1985,f,2
HarvardX/CB22x/2013_Spring,MHxPC130209306,Unknown/Other,Secondary,1989,m,0
HarvardX/CB22x/2013_Spring,MHxPC130104751,Spain,Master's,1972,f,2
HarvardX/CB22x/2013_Spring,MHxPC130521074,United States,Secondary,1982,m,1
HarvardX/CB22x/2013_Spring,MHxPC130408054,United States,Bachelor's,1985,m,2
HarvardX/CB22x/2013_Spring,MHxPC130058806,United States,Secondary,1993,f,10
HarvardX/CB22x/2013_Spring,MHxPC130163426,Other South Asia,Bachelor's,1988,f,2
HarvardX/CB22x/2013_Spring,MHxPC130096170,United States,Secondary,1988,m,1
HarvardX/CB22x/2013_Spring,MHxPC130179274,Other Europe,Bachelor's,1985,m,4
HarvardX/CB22x/2013_Spring,MHxPC130267647,Germany,Bachelor's,1985,f,3
HarvardX/CB22x/2013_Spring,MHxPC130289803,United States,Bachelor's,1985,f,0
HarvardX/CB22x/2013_Spring,MHxPC130209608,Other Europe,Bachelor's,1984,f,2
HarvardX/CB22x/2013_Spring,MHxPC130172567,Spain,Bachelor's,1988,m,0
HarvardX/CB22x/2013_Spring,MHxPC130206536,Other Europe,Secondary,1979,m,1
HarvardX/CB22x/2013_Spring,MHxPC130235139,Unknown/Other,Bachelor's,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130281656,Philippines,Secondary,1996,m,4
HarvardX/CB22x/2013_Spring,MHxPC130278476,Unknown/Other,Secondary,1993,f,0
HarvardX/CB22x/2013_Spring,MHxPC130014915,Other Europe,Master's,1968,m,1
HarvardX/CB22x/2013_Spring,MHxPC130095667,Spain,Master's,1989,m,1
HarvardX/CB22x/2013_Spring,MHxPC130320059,Other Europe,Master's,1988,f,1
HarvardX/CB22x/2013_Spring,MHxPC130079156,United States,Secondary,1970,f,2
HarvardX/CB22x/2013_Spring,MHxPC130098325,United States,Bachelor's,1960,m,0
HarvardX/CB22x/2013_Spring,MHxPC130018895,United States,Bachelor's,,f,3
HarvardX/CB22x/2013_Spring,MHxPC130336447,United States,Bachelor's,1983,f,0
HarvardX/CB22x/2013_Spring,MHxPC130313457,Unknown/Other,Bachelor's,1987,f,0
HarvardX/CB22x/2013_Spring,MHxPC130091989,Canada,Bachelor's,1987,f,1
HarvardX/CB22x/2013_Spring,MHxPC130470167,Spain,Master's,1969,m,1
HarvardX/CB22x/2013_Spring,MHxPC130403140,United States,Secondary,1961,m,4
HarvardX/CB22x/2013_Spring,MHxPC130294958,Spain,Secondary,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130418954,Mexico,Master's,1985,m,4
HarvardX/CB22x/2013_Spring,MHxPC130527283,Russian Federation,Bachelor's,1985,f,10
HarvardX/CB22x/2013_Spring,MHxPC130048085,United States,Secondary,1985,m,1
HarvardX/CB22x/2013_Spring,MHxPC130065584,Brazil,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130029228,United States,Secondary,1966,m,0
HarvardX/CB22x/2013_Spring,MHxPC130459980,Russian Federation,Master's,1988,m,0
HarvardX/CB22x/2013_Spring,MHxPC130571531,United States,Secondary,1982,f,1
HarvardX/CB22x/2013_Spring,MHxPC130240271,United States,Bachelor's,1984,f,1
HarvardX/CB22x/2013_Spring,MHxPC130566356,Spain,Bachelor's,1980,m,1
HarvardX/CB22x/2013_Spring,MHxPC130535299,United Kingdom,Bachelor's,1990,f,3
HarvardX/CB22x/2013_Spring,MHxPC130559824,United States,Bachelor's,1974,m,6
HarvardX/CB22x/2013_Spring,MHxPC130565667,Unknown/Other,Bachelor's,1971,m,0
HarvardX/CB22x/2013_Spring,MHxPC130569622,Other Europe,Bachelor's,1981,f,11
HarvardX/CB22x/2013_Spring,MHxPC130213512,Spain,Master's,1985,f,2
HarvardX/CB22x/2013_Spring,MHxPC130488091,Philippines,Secondary,1992,f,1
HarvardX/CB22x/2013_Spring,MHxPC130575064,Spain,Secondary,1990,m,2
HarvardX/CB22x/2013_Spring,MHxPC130087491,Other Europe,Secondary,1985,m,6
HarvardX/CB22x/2013_Spring,MHxPC130561048,Colombia,Bachelor's,1988,m,2
HarvardX/CB22x/2013_Spring,MHxPC130441203,Unknown/Other,Bachelor's,1991,f,0
HarvardX/CB22x/2013_Spring,MHxPC130294894,United States,Master's,1975,m,1
HarvardX/CB22x/2013_Spring,MHxPC130177111,United States,Bachelor's,1980,m,4
HarvardX/CB22x/2013_Spring,MHxPC130339718,United States,Secondary,1993,f,1
HarvardX/CB22x/2013_Spring,MHxPC130073014,Spain,Master's,1983,m,2
HarvardX/CB22x/2013_Spring,MHxPC130031084,Unknown/Other,Master's,1989,m,0
HarvardX/CB22x/2013_Spring,MHxPC130085297,Unknown/Other,Secondary,1997,m,0
HarvardX/CB22x/2013_Spring,MHxPC130494263,United States,Bachelor's,1980,m,2
HarvardX/CB22x/2013_Spring,MHxPC130034881,United States,Master's,1981,m,0
HarvardX/CB22x/2013_Spring,MHxPC130168298,Spain,Bachelor's,1989,f,1
HarvardX/CB22x/2013_Spring,MHxPC130358444,"Other North & Central Amer., Caribbean",Secondary,1989,m,2
HarvardX/CB22x/2013_Spring,MHxPC130179392,Spain,Bachelor's,1989,m,0
HarvardX/CB22x/2013_Spring,MHxPC130247100,United States,Secondary,1995,f,4
HarvardX/CB22x/2013_Spring,MHxPC130509765,United States,Less than Secondary,1995,f,0
HarvardX/CB22x/2013_Spring,MHxPC130108974,United States,Bachelor's,1986,f,1
HarvardX/CB22x/2013_Spring,MHxPC130445257,United States,Bachelor's,1989,f,13
HarvardX/CB22x/2013_Spring,MHxPC130382353,Other Europe,Master's,1967,m,8
HarvardX/CB22x/2013_Spring,MHxPC130266942,United States,Secondary,1995,m,2
HarvardX/CB22x/2013_Spring,MHxPC130211921,United States,Secondary,1994,m,1
HarvardX/CB22x/2013_Spring,MHxPC130253187,United States,Bachelor's,1987,m,1
HarvardX/CB22x/2013_Spring,MHxPC130245731,United States,Bachelor's,1990,f,2
HarvardX/CB22x/2013_Spring,MHxPC130124837,United States,Secondary,1992,m,1
HarvardX/CB22x/2013_Spring,MHxPC130520900,United States,Secondary,1976,f,0
HarvardX/CB22x/2013_Spring,MHxPC130362839,United States,Bachelor's,1977,m,0
HarvardX/CB22x/2013_Spring,MHxPC130269181,United States,Secondary,1981,f,0
HarvardX/CB22x/2013_Spring,MHxPC130565024,United States,Secondary,1981,f,0
HarvardX/CB22x/2013_Spring,MHxPC130138884,United Kingdom,Secondary,1989,f,21
HarvardX/CB22x/2013_Spring,MHxPC130592409,United States,Bachelor's,1985,f,0
HarvardX/CB22x/2013_Spring,MHxPC130298846,United Kingdom,Master's,1981,m,1
HarvardX/CB22x/2013_Spring,MHxPC130043401,United States,Bachelor's,1977,m,0
HarvardX/CB22x/2013_Spring,MHxPC130486916,United States,Secondary,1966,f,0
HarvardX/CB22x/2013_Spring,MHxPC130408730,United States,Secondary,1982,f,5
HarvardX/CB22x/2013_Spring,MHxPC130148692,Canada,Master's,1982,m,1
HarvardX/CB22x/2013_Spring,MHxPC130113599,United States,Bachelor's,1991,m,1
HarvardX/CB22x/2013_Spring,MHxPC130578958,United States,Master's,1975,f,1
HarvardX/CB22x/2013_Spring,MHxPC130159402,Philippines,Bachelor's,1984,f,4
HarvardX/CB22x/2013_Spring,MHxPC130219772,United States,Bachelor's,1987,f,3
HarvardX/CB22x/2013_Spring,MHxPC130146867,United States,Secondary,1990,m,0
HarvardX/CB22x/2013_Spring,MHxPC130420301,United States,Secondary,1993,m,4
HarvardX/CB22x/2013_Spring,MHxPC130069615,United States,Bachelor's,1961,m,13
HarvardX/CB22x/2013_Spring,MHxPC130143682,Spain,Secondary,1992,m,5
HarvardX/CB22x/2013_Spring,MHxPC130374039,Brazil,Secondary,1993,f,1
HarvardX/CB22x/2013_Spring,MHxPC130332593,Other Europe,Bachelor's,1982,m,1
HarvardX/CB22x/2013_Spring,MHxPC130237167,United States,Bachelor's,1991,f,0
HarvardX/CB22x/2013_Spring,MHxPC130071462,United States,Secondary,1986,m,1
HarvardX/CB22x/2013_Spring,MHxPC130172864,United States,Master's,1970,f,1
HarvardX/CB22x/2013_Spring,MHxPC130578831,United States,Less than Secondary,1999,f,4
HarvardX/CB22x/2013_Spring,MHxPC130109665,Greece,Bachelor's,1989,f,1
HarvardX/CB22x/2013_Spring,MHxPC130117236,"Other North & Central Amer., Caribbean",Bachelor's,1986,m,13
HarvardX/CB22x/2013_Spring,MHxPC130124301,Canada,Secondary,1984,m,3
HarvardX/CB22x/2013_Spring,MHxPC130365510,"Other North & Central Amer., Caribbean",Secondary,1989,m,4
HarvardX/CB22x/2013_Spring,MHxPC130297623,United States,Master's,1988,f,1
HarvardX/CB22x/2013_Spring,MHxPC130531828,Canada,Secondary,1994,f,13
HarvardX/CB22x/2013_Spring,MHxPC130503309,United States,Bachelor's,1977,m,1
HarvardX/CB22x/2013_Spring,MHxPC130583413,United States,Bachelor's,1964,f,0
HarvardX/CB22x/2013_Spring,MHxPC130437084,Spain,Master's,1985,f,15
HarvardX/CB22x/2013_Spring,MHxPC130526661,India,Bachelor's,1988,m,5
HarvardX/CB22x/2013_Spring,MHxPC130423396,United States,Doctorate,1980,m,20
HarvardX/CB22x/2013_Spring,MHxPC130010883,Philippines,Bachelor's,1985,f,1
HarvardX/CB22x/2013_Spring,MHxPC130037305,Canada,Bachelor's,1988,f,9
HarvardX/CB22x/2013_Spring,MHxPC130563395,India,Master's,1988,f,3
HarvardX/CB22x/2013_Spring,MHxPC130164313,United States,Less than Secondary,1997,m,10
HarvardX/CB22x/2013_Spring,MHxPC130215283,United States,Secondary,1995,m,33
HarvardX/CB22x/2013_Spring,MHxPC130259148,United States,Secondary,1960,m,0
HarvardX/CB22x/2013_Spring,MHxPC130008369,United States,Bachelor's,1986,m,2
HarvardX/CB22x/2013_Spring,MHxPC130203199,United States,Doctorate,1968,f,1
HarvardX/CB22x/2013_Spring,MHxPC130479370,Unknown/Other,Bachelor's,1983,m,0
HarvardX/CB22x/2013_Spring,MHxPC130533486,Unknown/Other,Master's,1984,f,0
